Trait.type,Rate,Taxon,Study,Mean.Rate,Taxon2,NatExp,Species
M,0.003825811,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004414412,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004861442,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004911428,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005681338,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.013200402,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00864126,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.008103552,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.006472334,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00593931,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004672178,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003469732,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003143644,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003051451,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002316603,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001606297,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001188245,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000950763,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000890998,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001045474,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00194232,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002471992,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002926906,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003217368,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004500625,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005120738,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.006110681,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.007874528,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.010232395,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.012374191,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.013464337,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.015453083,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00310244,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002878111,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002800072,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002527508,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002352545,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002346187,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002230751,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002108156,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001917949,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00178146,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001753189,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001113601,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000823276,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000757281,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000217001,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000339081,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000343698,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000783434,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00081555,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001073967,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001123249,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001169574,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001520098,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00269258,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002756495,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003114063,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003130451,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.007349954,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.006795794,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005085789,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005036616,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004480417,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003670001,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00337422,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003215902,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002650494,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002004484,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001798945,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001781458,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001369555,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001252327,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001127657,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000902375,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000374162,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000409338,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000719503,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000829979,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001893206,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002241107,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002969107,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003280476,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003326081,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003597706,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004285132,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004368769,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.006781298,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005647388,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004731523,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003914102,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003442299,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002724173,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002541476,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002440708,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002131821,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002093276,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001833607,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001601007,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00140131,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000242141,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000122037,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000171929,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000320987,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000866022,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001247716,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001675428,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002080569,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002177696,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002559029,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00332126,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003354932,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003602986,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003954029,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005500959,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003145795,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002111265,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001975874,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001916506,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001631104,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001123249,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000890881,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000807365,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000791758,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000707462,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000294661,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000297365,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000307993,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000359008,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000675598,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000729206,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00088723,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000972861,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001114786,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001170322,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001344306,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00168858,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001739912,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00205003,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002191305,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002920092,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003527782,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003413624,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003164036,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002830236,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001725713,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001721419,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000947075,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000573085,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000517713,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000157846,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000175681,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000466819,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000690128,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000862891,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000988891,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001080788,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001556067,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001744883,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003219858,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003590301,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003983075,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00412705,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004392235,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004473053,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004691554,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004866905,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004978911,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.006058847,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005355839,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-4.17E-03,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-3.24E-03,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002625715,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002563041,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002434955,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001838392,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001710043,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001691043,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001194578,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000928753,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000198657,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000616699,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000750895,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001135868,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001177162,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001917954,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002918614,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003103042,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003913128,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004009155,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004065942,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004671078,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004855558,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005057141,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005683336,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.005991423,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.006397297,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.006788931,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005771781,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004947704,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003732474,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003195313,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002971834,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002423904,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002423756,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002382623,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.00208277,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001516801,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001203874,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001045687,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000501613,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000312413,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.0003091,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000369463,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00064188,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000735934,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001112287,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001468011,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00206019,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002299817,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002736466,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00283131,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003250643,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003580125,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.00461819,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004981966,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004292954,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003777675,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003469772,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003447111,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003388536,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003276403,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003060836,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002891403,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002635279,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002531771,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002122069,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001982998,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001552596,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000767535,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000504557,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000383299,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000271195,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000122037,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000113674,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000112766,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000536009,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000551794,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000713957,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001324977,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001469882,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002980934,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003292246,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.017821023,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.011761198,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.01037291,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.007182844,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.005914685,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004567131,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.004085187,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003752729,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003239435,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003183467,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002291419,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.002243907,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001847874,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001408408,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001276137,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.001213846,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000773508,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.000569165,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000610682,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.000824476,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001370971,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.001766538,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002130665,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.002610998,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.003910139,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004636687,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,0.004766617,V,s45,-0.000730786,A,N,Fringilla.coelebs
M,-0.003492029,V,s46,0.049584364,A,N,Mus.musculus
M,0.003245121,V,s46,0.049584364,A,N,Mus.musculus
M,-0.031056949,V,s47,0.007717823,A,N,Anolis.sagrei
M,0.011010513,V,s47,0.007717823,A,N,Anolis.sagrei
M,0.043198474,V,s47,0.007717823,A,N,Anolis.sagrei
M,0.047145887,V,s47,0.007717823,A,N,Anolis.sagrei
M,0.074946815,V,s47,0.007717823,A,N,Anolis.sagrei
M,0.076148012,V,s47,0.007717823,A,N,Anolis.sagrei
M,-0.063748082,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.049292777,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.036893669,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.033655424,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.032286134,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.031585626,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.029431208,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.029066798,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.028172825,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.026180424,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.026165383,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.025764512,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.024220796,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.022851242,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.021297137,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.019209436,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.018390205,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.018270445,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.015027025,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.013898975,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.012533585,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.012384366,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.005580941,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.004921083,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.002187237,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.001535786,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.000445163,I,s48,0.007717823,A,N,Jadera.haematoloma
M,0.000122443,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.030881421,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.030214759,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.024269003,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.023525418,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.02096651,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.015021687,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.014990749,I,s48,0.007717823,A,N,Jadera.haematoloma
L,-0.01317051,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.008473031,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.008559437,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.009240926,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.010357878,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.010763147,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.013233379,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.034096437,I,s48,0.007717823,A,N,Jadera.haematoloma
L,0.038328679,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.047339973,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.023752239,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.019540302,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.016899562,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.016232624,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.016210923,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.014265354,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.009479305,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.007553019,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.006060247,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.00518719,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.004066371,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.003916747,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.00222262,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.002222252,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.00164642,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.00046291,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.000113347,I,s48,0.007717823,A,N,Jadera.haematoloma
M,0.000452224,I,s48,0.007717823,A,N,Jadera.haematoloma
M,0.000790212,I,s48,0.007717823,A,N,Jadera.haematoloma
M,0.001651682,I,s48,0.007717823,A,N,Jadera.haematoloma
M,-0.014990706,I,s49,0.007717823,A,N,Jadera.haematoloma
M,-0.005043353,I,s49,0.007717823,A,N,Jadera.haematoloma
M,-0.004362973,I,s49,0.007717823,A,N,Jadera.haematoloma
M,-0.003786997,I,s49,0.007717823,A,N,Jadera.haematoloma
M,-0.00325431,I,s49,0.007717823,A,N,Jadera.haematoloma
M,-0.002814249,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.038583298,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.029227964,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.028616059,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.023227784,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.022895297,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.018980665,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.015368133,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.014990706,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.014037027,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.013908095,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.013549455,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.011395803,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.011395803,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.010400944,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.013359286,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.010046563,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.009833621,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.006748372,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.00948264,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.010379284,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.012468221,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.013371379,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.001291122,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.000487165,I,s49,0.007717823,A,N,Jadera.haematoloma
L,-0.000343926,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.000408385,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.01437036,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.015564647,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.016725754,I,s49,0.007717823,A,N,Jadera.haematoloma
L,0.017936117,I,s49,0.007717823,A,N,Jadera.haematoloma
M,0.002398311,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.012913566,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.015390401,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.019177346,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.019921144,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.021207168,I,s50,0.007717823,A,N,Jadera.haematoloma
M,0.024622634,I,s50,0.007717823,A,N,Jadera.haematoloma
